"procedure","code postal","lieu","nature","code CPV","dureeMois","acheteur/id","acheteur/nom","datePublicationDonnees","titulaires/0/denominationSociale","titulaires/0/id","titulaires/0/typeIdentifiant","id","type","formePrix","dateNotification","objet","montant","universally unique identifier (uuid)"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","71335000","12","24420077000117","Saint-Etienne Métropole","2020-08-27","GINGER CEBTP","41244251900663","SIRET","2020DCAF159d00","Marché","Révisable","2020-06-29","Accord-cadre multi-attributaire pour la réalisation d'études géotechniques pour la Ville de Saint-Etienne et Saint-Etienne Métropole","129440.00","DF98EC9D9ABA246B14E9AF64FDC1073A"
"Appel d'offres ouvert","42000","SAINT-ETIENNE","Accord-cadre","71335000","12","24420077000117","Saint-Etienne Métropole","2020-08-27","GINGER CEBTP","41244251900663","SIRET","2020DCAF159c00","Marché","Révisable","2020-06-26","Accord-cadre multi-attributaire pour la réalisation d'études géotechniques pour la Ville de Saint-Etienne et Saint-Etienne Métropole","117544.00","DFA3CCC40E1FC9F932F10CC2D5DAEF77"
"Procédure adaptée","42740","La Terrasse sur Dorlay","Marché","45120000","6","24420077000117","Saint-Etienne Métropole","2021-03-04","SATIF ouvrages d'art","48057098500022","SIRET","2021EP4900","Marché","Révisable","2021-03-02","Travaux d'investigations par moyens spéciaux du barrage du Dorlay (Loire)","78322.72","E00F0F19A91E58E7E6AAE9127B986DF5"
"Procédure adaptée","42400","SAINT CHAMOND","Marché","71335000","6","24420077000117","Saint Etienne Métropole","2022-01-26","IREEDD","51908229100039","SIRET","2022ASRI2500","Marché","Révisable","2022-01-26","Gestion de l'irrigation et de la ressource en eau des coteaux du Jarez (Loire)","61150.0",""
"Procédure adaptée","42000","Saint-Etienne","Marché","71240000","36","24420077000117","Saint-Etienne Métropole","2020-10-01","setec als","49343310600058","SIRET","2020DCAF25900","Marché","Révisable","2020-9-29","Etudes de maîtrise d'oeuvre : réalisation d'ouvrages d'art de franchissement de voiries pour le passage de faune","192491.00","E32935C9B3CE6CC1C466E1CD2C49FE23"
"Procédure adaptée","42100","Le périmètre couvert par la prestation est celui des communes de Saint-Étienne Métropole soit 53 communes en 2020. 42100 SAINT ETIENNE","Accord-cadre","90500000","24","24420077000117","Saint-Etienne Métropole","2021-01-29","PROSPECTIVES RSE","82533278600011","SIRET","2021DECH0900","Marché","Révisable","2021-01-28","Sensibilisation et accompagnement à la mise en oeuvre d'actions de luttre contre le gaspillage alimentaire au sein de la restauration collective publique.","213000.00","E3C5F4DB941A640D843E04901C373DB0"
"Procédure adaptée","69700","GIVOS","Marché","79956000","18","20003195300017","Pôle Métropolitain","2021-10-04","M2A EVENTS","84160336800033","SIRET","2021PM0100","Marché","Révisable","2021-10-01","Mission de conception, fabrication et gestion d'un stand partagé entre les membres du Pôle Métropolitain pour une présence commune sur les éditions 2021 et 2022 du SIMI","188796.88",""
"Procédure adaptée","42000","Saint-Etienne Métropole :  Voie Tramway","Marché","45234129","12","24420077000117","Saint Etienne Métropole","2022-01-31","TSO","74725212000015","SIRET","2022TM3400","Marché","Révisable","2022-01-31","Travaux de pose de voie et d'appareils de voie - Dépôt et réseau tramway de Saint Etienne (Loire)","177972.55",""
"Procédure adaptée","42390","Commune de Villars et La Fouillouse (usine de Furania)","Marché","79311000","4","24420077000117","Saint-Etienne Métropole","2020-03-06","BG INGENIEURS CONSEILS","30355924900162","SIRET","20201SRI6900","Marché","Ferme et actualisable","2020-3-5","Etude diagnostic et prospective de la station de traitement des eaux usées et des boues Furania.","35260.00","E6BB47BBB5A5853B9D379885C26C5A79"
"Procédure adaptée","42800","CHATEAUNEUF","Marché","45262660","9","24420077000117","Saint Etienne Métropole","2022-02-10","ETANDEX","30689637400023","SIRET","2022EP3700","Marché","Révisable","2022-02-10","Réhabilitation du réservoir du Mollard, travaux de génie civil des cuves, du bâti et des vantelleries à Châteauneuf","427000.0",""
"Procédure adaptée","42000","Le périmètre d'intervention est le territoire de Saint Etienne Métropole à savoir les espaces communautaires dotés d'un système d'éclairage public relevant de la compétence de Saint-Etienne Métropole (zone industrielle, sites de loisirs et culturels)","Accord-cadre","45316110","12","24420077000117","Saint Etienne Métropole","2021-07-06","EIFFAGE ENERGIE SYSTEMES - INFRA LOIRE AUVERGNE","77563554300132","SIRET","2021ACT18300","Marché","Révisable","2021-07-06","Travaux de maintenance des réseaux d'éclairage public sur le patrimoine de Saint-Etienne Métropole.","150000.0",""
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","24911200","12","24420077000117","Saint-Etienne Métropole","2020-03-11","Pacoret Version Originale","48066454900023","SIRET","2020DECH10200","Marché","Révisable","2020-03-11","IMPRESSION ET POSE D'ADHESIFS","38087.00","E715730E9BB473DEBAA3F5AD607AB0F8"
"Procédure adaptée","42650","Saint Jean Bonnefonds","Marché","65120000","48","24420077000117","Saint-Etienne Métropole","2020-09-11","SAUR","33937998405975","SIRET","2020ASRI23800","Marché","Révisable","2020-9-8","Marché de prestation de service pour l'exploitation de la station d'épuration de Saint Jean Bonnefonds","404766.00","E7C6A8B694528187979FA02AC06DFF19"
"Procédure adaptée","42152","Boulevard Saint-Paul et des voiries latérales du square Marius Déflassieux 42152 L'HORME","Marché","71240000","12","24420077000117","Saint-Etienne Métropole","2020-04-10","TELYP VRD","83422409900012","SIRET","2020VO13600","Marché","Révisable","2020-4-10","Mission de maîtrise d'oeuvre pour l'aménagement du Boulevard Saint-Paul et des voiries latérales du square Marius Déflassieux à L'Horme","28600.00","E9E97F3EADA591C0D95002E2F581AEE7"
"Procédure adaptée","42000","Communes dont la gestion de l'assainissement et de l'eau potable est en régie","Accord-cadre","50800000","12","24420077000117","Saint-Etienne Métropole","2020-04-16","Stéphanoise des Eaux","38395663800035","SIRET","2020EP13400","Marché","Révisable","2020-4-16","Réalisation de prestations d'urgence sur les réseaux humides (assainissement et eau potable) - Suivi et intervention d'urgence sur les équipements du réseau d'eau potable","225015.88","EA84E69EAF71F7BE2973FBEE69C3A2D6"
"Procédure adaptée","42230","Rue Marcel Paul, sur le tènement situé face au collège Louis Grüner, dans le quartier de la Varenne 42230 ROCHE LA MOLIERE","Marché","45232410","1","24420077000117","Saint-Etienne Métropole","2020-10-06","SDRTP","50242019300026","SIRET","2020GTI26900","Marché","Révisable","2020-10-5","Création d'un parking végétalisé avec renouvellement des réseaux d'assainissement sur la commune de Roche-La-Molière","19700.00","EA92A0CFD23CDDE9950E02C067EB15DB"
"Procédure adaptée","42000","Communes dont la gestion de l'assainissement et de l'eau potable est en régie","Accord-cadre","50800000","12","24420077000117","Saint-Etienne Métropole","2020-04-15","CHOLTON","67450126700084","SIRET","2020EP13500","Marché","Révisable","2020-4-15","Réalisation de prestations d'urgence sur les réseaux humides (assainissement et eau potable) - Suivi et intervention d'urgence sur les équipements du réseau d'eau potable","142578.69","EA92CFEDE33D3573C522450CC7B0F080"
"Procédure adaptée","42320","STEP lieu-dit La Louze sur la commune de Sainte-Croix-en-Jarez & STEP lieu dit Bourg sur la commune de Valfleury","Marché","71310000","3","24420077000117","Saint Etienne Métropole","2022-02-10","SEDIC","44371489400062","SIRET","2022ASRI3900","Marché","Révisable","2022-02-10","Mission de maitrise d'oeuvre complète pour la réhabilitation de STEP avec des filtres plantation de roseaux.","24375.0",""
"Procédure adaptée","42320","STEP lieu-dit La Louze sur la commune de Sainte-Croix-en-Jarez & STEP lieu dit Bourg sur la commune de Valfleury","Marché","71310000","3","24420077000117","Saint Etienne Métropole","2022-02-10","SEDIC","44371489400062","SIRET","2022ASRI4000","Marché","Révisable","2022-02-10","Mission de maitrise d'oeuvre complète pour la réhabilitation de STEP avec des filtres plantation de roseaux.","25875.0",""
"Procédure adaptée","42000","Site de la Manufacture / Cité du Design à St-Etienne.Rue Javelin Pagnon","Accord-cadre","71210000","36","24420077000117","Saint Etienne Métropole","2022-03-07","AHAH architecture","81514124700016","SIRET","2022DCAF8300","Marché","Révisable","2022-03-07","Assistance à Maîtrise d'Ouvrage - Architecture et Patrimoine.","70000.0",""
"Appel d'offres ouvert","42500","Chambon Feugerolles","Marché","45220000","11","24420077000117","Saint Etienne Métropole","2021-09-24","EIFFAGE GENIE CIVIL","35274574900163","SIRET","2021DCAF23400","Marché","Révisable","2021-09-24","Travaux de réalisation d'écrans anti-bruit le long de la RN88","1676718.28",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","79341000","12","24420077000117","Saint Etienne Métropole","2021-10-14","Le Petit Bulletin","75011944800025","SIRET","2021COMM21200","Marché","Ferme et actualisable","2021-10-14","GESTION ET VENTE DES ESPACES PUBLICITAIRES  DU MAGAZINE  DE SAINT-ÉTIENNE METROPOLE.","50000.0",""
"Procédure adaptée","42650","Station d'épuration Le Colombier 42650 Saint Jean Bonnefonds","Marché","45232410","4","24420077000117","Saint-Etienne Métropole","2020-10-06","EUROVIA DALA AGENCE LMTP","31797591000389","SIRET","2020ASRI26600","Marché","Révisable","2020-10-6","Reprise des prétraitements et création d'un bassin d'orage à la station d'épuration ""Le Colombier"" - Saint Jean Bonnefonds.","444320.00","EE2487F00E4E1463F37053BA2E1BF2AE"
"Appel d'offres ouvert","42000","Territoire de Saint-Etienne Métropole","Accord-cadre","44616200","24","24420077000117","Saint Etienne Métropole","2022-02-20","Astech","38858143100045","SIRET","2022DECH3800","Marché","Révisable","2022-02-14","FOURNITURE DE STATIONS DE TRI DES DÉCHETS MULTI FLUX","454190.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","71240000","19","24420077000117","Saint Etienne Métropole","2021-06-02","INGEROP CONSEIL ET INGENIERIE (ICI)","48962613500268","SIRET","2019DCAF30000","Marché","Ferme et actualisable","2019-11-05","Marché de maîtrise d'oeuvre pour la mise en oeuvre d'écrans anti-bruit sur le territoire de Saint-Etienne Métropole","183623.0",""
"Procédure adaptée","42480","Station d'épuration Furania  42480 La Fouillouse","Marché","90480000","12","24420077000117","Saint-Etienne Métropole","2021-03-29","SUEZ","41003460702603","SIRET","2021ASRI6700","Marché","Révisable","2021-03-29","Marché d'exploitation de données, de maintenance et de travaux de renouvellement d'installations/équipements station de mesure et d'alerte du Furan aval ""FU4""","121349.00","F1A481A8E109E9DD1AFB142996CE4F82"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","39293300","2","24420077000117","Saint-Etienne Métropole","2020-11-20","GREEN STYLE","38352576300041","SIRET","2020GG33900","Marché","Ferme et actualisable","2020-11-20","Prestation de remplacement et pose du gazon synthétique de la zone d'échauffement du stade Geoffroy-Guichard","35870.00","F1C5847692A449A5CBCB34B554466889"
"Procédure adaptée","42320","Echangeur n°13 La Grand Croix - Rue du Canal","Marché","45232410","1","24420077000117","Saint Etienne Métropole","2022-03-22","MONTAGNIER TP","34874701500025","SIRET","2022ASRI9000","Marché","Ferme et actualisable","2022-03-22","Travaux préalables RD 106 Pont sur le Gier - Dévoiement des réseaux sur la commune de La Grand Croix.","109993.15",""
"Procédure adaptée","42240","Unieux","Marché","71335000","18","24420077000117","Saint Etienne Métropole","2021-05-18","Urbi & Orbi","49169822100026","SIRET","2021DCAF12000","Marché","Ferme et actualisable","2021-05-17","Etudes de reconversion de la friche Akers et d'aménagement des berges de l'Ondaine (Loire)","59997.5",""
"Procédure adaptée","42240","Unieux","Marché","71335000","18","24420077000117","Saint Etienne Métropole","2021-05-18","EGIS EAU","49337803800266","SIRET","2021DCAF12100","Marché","Ferme et actualisable","2021-05-17","Etudes de reconversion de la friche Akers et d'aménagement des berges de l'Ondaine (Loire)","44915.0",""
"Procédure adaptée","42000","bâtiment 241 Est des H et bâtiment ATE Ecole Supérieure d'Art et de Design sur le site Manufacture à Saint Etienne","Marché","45432111","5","24420077000117","Saint Etienne Métropole","2021-05-18","AUBONNET ET FILS","72658005300023","SIRET","2021DCAF12400","Marché","Ferme et actualisable","2021-05-17","Travaux d'aménagement des locaux de l'ESADSE à Saint-Etienne. Lot 07: SOLS COULES, SOLS MINCES, FAIENCES.","73702.66",""
"Procédure adaptée","42530","rue de l'Egalité","Marché","45232410","3","24420077000117","Saint Etienne Métropole","2021-11-08","SADE CGTH","56207750301172","SIRET","2021ACT27200","Marché","Ferme et actualisable","2021-11-03","Mise en séparatif du réseau d'assainissement et renouvellement du réseau d'adduction d'eau potable de la rue de l'Egalité à Saint-Genest-Lerpt","235570.0",""
"Procédure adaptée","42400","ARENA","Marché","45233120","3","24420077000117","Saint Etienne Métropole","2021-11-08","STAL TP LOIRE","96250299300042","SIRET","2021DCAF27000","Marché","Ferme et actualisable","2021-11-04","TRAVAUX D'AMENAGEMENT DE LA VOIE D'ACCES A L'ARENA DE SAINT-ETIENNE METROPOLE","255742.5",""
"Procédure adaptée","42000","Territoire de Saint-Etienne Métropole","Marché","64121100","36","24420077000117","Saint Etienne Métropole","2021-11-08","ONDAINE AGRO","80144125400027","SIRET","2021DECH26900","Marché","Révisable","2021-11-04","DISTRIBUTION DE SACS PLASTIQUE POUR LA COLLECTE DES DÉCHETS MÉNAGERS","35736.33",""
"Appel d'offres ouvert","42000","Territoire de Saint-Etienne Métropole","Accord-cadre","90480000","12","24420077000117","Saint Etienne Métropole","2021-11-08","Veolia Eau - Cie Générale des Eaux","57202552600102","SIRET","2021ASRI26000","Marché","Révisable","2021-11-04","Maintenance et entretien des postes de relevage.","452505.5",""
"Procédure adaptée","42000","Boulevard de Fraissinette","Marché","45232130","13","24420077000117","Saint Etienne Métropole","2021-06-03","COLAS RHONE-ALPES AUVERGNE","32939379700066","SIRET","2021VO12600","Marché","Révisable","2021-06-02","TRAVAUX D'AMÉNAGEMENT DU BOULEVARD FRAISSINETTE TRONÇON MARX-SEMBAT ET TRONÇON METARE-CLAUDINON","1866152.0",""
"Procédure adaptée","42000","SAINT-ETIENNE","Marché","71335000","24","24420077000117","Saint-Etienne Métropole","2020-07-09","VINCENT DESVIGNES INGENIERIE - V.D.I","79948398700019","SIRET","2020ASRI22400","Marché","Révisable","2020-7-7","Mission de maîtrise d'oeuvre pour l'aménagement de l'entonnement du Furet à la Digonnière sur la commune de Saint-Etienne","148900.00","F9DD708A93980C852CB3302ADED2AB6C"
"Procédure adaptée","42152","Commune de L'Horme - Secteur Route de Battant","Marché","71335000","12","24420077000117","Saint-Etienne Métropole","2020-06-04","REALITES ENVIRONNEMENT","50844443700026","SIRET","2020ASRI14300","Marché","Révisable","2020-5-29","Diagnostic des réseaux d'assainissement du bassin versant collecté par le DO de Battant et étude de faisabilité pour la suppression de ce déversoir et le raccordement du Lieu-Dit La Borie - Commune de L'Horme","52600.00","FA185773D9591E78D91C158A4AB36FEC"
"Appel d'offres ouvert","42000","Saint Etienne Métropole et communes d'installations des infrastructures","Accord-cadre","71335000","12","24420077000117","Saint Etienne Métropole","2021-12-13","BG INGENIEURS CONSEILS","30355924900162","SIRET","2021EP30200","Marché","Révisable","2021-12-06","Accord-cadre de maîtrise d'oeuvre en eau potable et assainissement.","2000000.0",""
"Appel d'offres ouvert","42000","Saint Etienne Métropole et communes d'installations des infrastructures","Accord-cadre","71335000","12","24420077000117","Saint Etienne Métropole","2021-12-13","CABINET MERLIN","42863435600508","SIRET","2021EP30300","Marché","Révisable","2021-12-06","Accord-cadre de maîtrise d'oeuvre en eau potable et assainissement.","2400000.0",""
"Appel d'offres ouvert","42000","Saint Etienne Métropole et communes d'installations des infrastructures","Accord-cadre","71335000","12","24420077000117","Saint Etienne Métropole","2021-12-13","SAFEGE","54202182900875","SIRET","2021EP30400","Marché","Révisable","2021-12-06","Accord-cadre de maîtrise d'oeuvre en eau potable et assainissement.","2400000.0",""
"Procédure adaptée","42330","Commune de Saint-Galmier","Marché","45000000","3","24420077000117","Saint Etienne Métropole","2021-06-17","SOGEA RHONE ALPES","34435244800411","SIRET","2021ACT13900","Marché","Révisable","2021-06-17","Aménagement du centre bourg à SAINT-GALMIER","280165.0",""
"Procédure adaptée","42330","Commune de Saint-Galmier","Marché","45233140","5","24420077000117","Saint Etienne Métropole","2021-06-17","eurovia","31797591000223","SIRET","2021ACT14000","Marché","Révisable","2021-06-15","Aménagement du centre bourg à SAINT-GALMIER","223711.75",""
"Procédure adaptée","42700","Communes dont la gestion de l'assainissement et de l'eau potable est en régie","Accord-cadre","71300000","12","24420077000117","Saint-Etienne Métropole","2020-07-09","SUEZ","41003460702603","SIRET","2020EP22800","Marché","Révisable","2020-7-9","Réalisation de prestations d'urgence sur les réseaux humides (assainissement et eau potable) - Suivi et intervention d'urgence sur les équipements du réseau d'eau potable - Secteur de l'Ondaine","100000.00","FCD2D6CF9A754719AB18654B89BB984B"
